Time,Channel A,Channel B
(ms),(V),(V)

-0.38603428,0.00878933,0.01336711
-0.38599428,0.00903348,0.01721244
-0.38595428,0.00506607,0.01208533
-0.38591428,0.00848415,0.01605274
-0.38587428,0.00708029,0.01745659
-0.38583428,0.00250252,0.01147496
-0.38579428,0.00061037,0.01300089
-0.38575428,0.00598163,0.01513718
-0.38571428,0.00646992,0.01324503
-0.38567428,0.00610370,0.01007111
-0.38563428,0.00354015,0.01336711
-0.38559428,0.00457778,0.01641896
-0.38555428,0.00860622,0.01275674
-0.38551428,0.00024415,0.01043733
-0.38547428,0.00274667,0.01513718
-0.38543428,0.00799585,0.01556444
-0.38539428,0.00445570,0.01794488
-0.38535428,0.00354015,0.01696829
-0.38531428,0.00726341,0.01641896
-0.38527428,0.00598163,0.01428266
-0.38523428,0.00860622,0.00915555
-0.38519428,0.00262459,0.00775170
-0.38515428,0.00903348,0.01245155
-0.38511428,0.00518815,0.01147496
-0.38507428,0.00238044,0.01629688
-0.38503428,0.00915555,0.01806696
-0.38499428,0.00598163,0.01568651
-0.38495428,0.00366222,0.00952178
-0.38491428,0.00482192,0.01825007
-0.38487428,0.00695822,0.01428266
-0.38483428,0.00775170,0.01275674
-0.38479428,0.00836207,0.01263466
-0.38475428,0.00494400,0.01666311
-0.38471428,0.00518815,0.01171911
-0.38467428,0.00329600,0.01593066
-0.38463428,0.00262459,0.01385540
-0.38459428,0.00518815,0.01403851
-0.38455428,-0.00115970,0.01825007
-0.38451428,0.00506607,0.01666311
-0.38447428,0.00354015,0.01324503
-0.38443428,0.00891141,0.01220740
-0.38439428,0.00585955,0.01287881
-0.38435428,0.00518815,0.01403851
-0.38431428,0.00048830,0.00775170
-0.38427428,0.00939970,0.01965392
-0.38423428,0.00567644,0.00915555
-0.38419428,0.01159703,0.01947081
-0.38415428,0.00585955,0.01055940
-0.38411428,0.00531022,0.01147496
-0.38407428,0.00201422,0.01373333
-0.38403428,0.00622578,0.01232948
-0.38399428,0.00708029,0.01068148
-0.38395428,0.01129185,0.01196326
-0.38391428,0.00634785,0.01544237
-0.38387428,0.00518815,0.01068148
-0.38383428,0.00469985,0.01806696
-0.38379428,0.00726341,0.01232948
-0.38375428,0.00915555,0.01428266
-0.38371428,0.01116977,0.00952178
